"","p","b","e","w"
"3086",0.5,8000,10000,12000
"3087",0.5,8000,10000,12000
"3088",0.5,8000,10000,12000
"3089",0.5,8000,10000,12000
"3090",0.5,8000,10000,12000
"3091",0.5,8000,10000,12000
"3092",0.5,8000,10000,12000
"3093",0.5,8000,10000,12000
"3094",0.5,8000,10000,12000
"3095",0.5,16000,20000,24000
"3096",0.5,16000,20000,24000
"3097",0.5,16000,20000,24000
"3098",0.5,16000,20000,24000
"3099",0.5,16000,20000,24000
"3100",0.5,16000,20000,24000
"3101",0.5,16000,20000,24000
"3102",0.5,16000,20000,24000
"3103",0.5,16000,20000,24000
"3104",0.5,16000,20000,24000
"3105",0.5,16000,20000,24000
"3106",0.5,16000,20000,24000
"3107",0.5,16000,20000,24000
"3108",0.5,16000,20000,24000
"3109",0.5,16000,20000,24000
"3110",0.5,16000,20000,24000
"3111",0.5,16000,20000,24000
"3112",0.7,80000,1e+05,120000
"3113",0.7,80000,1e+05,120000
"3114",0.7,80000,1e+05,120000
"3115",0.7,80000,1e+05,120000
"3116",0.7,80000,1e+05,120000
"3117",0.7,80000,1e+05,120000
"3118",0.7,80000,1e+05,120000
"3119",0.7,80000,1e+05,120000
"3120",0.7,80000,1e+05,120000
"3121",0.7,80000,1e+05,120000
"3122",0.7,80000,1e+05,120000
"3123",0.7,80000,1e+05,120000
"3124",0.7,80000,1e+05,120000
"3125",0.7,80000,1e+05,120000
"3126",0.7,80000,1e+05,120000
"3127",0.7,80000,1e+05,120000
"3128",0.7,80000,1e+05,120000
"3129",1,800,1000,1200
"3130",1,800,1000,1200
"3131",1,800,1000,1200
"3132",1,800,1000,1200
"3133",1,800,1000,1200
"3134",1,800,1000,1200
"3135",1,800,1000,1200
"3136",1,800,1000,1200
"3137",1,800,1000,1200
"3138",1,800,1000,1200
"3139",1,800,1000,1200
"3140",1,800,1000,1200
"3141",1,800,1000,1200
"3142",1,800,1000,1200
"3143",1,800,1000,1200
"3144",1,800,1000,1200
"3145",1,800,1000,1200
"3146",0.7,6400,8000,9600
"3147",0.7,6400,8000,9600
"3148",0.7,6400,8000,9600
"3149",0.7,6400,8000,9600
"3150",0.7,6400,8000,9600
"3151",0.7,6400,8000,9600
"3152",0.7,6400,8000,9600
"3153",0.7,6400,8000,9600
"3154",0.7,6400,8000,9600
"3155",0.7,6400,8000,9600
"3156",0.7,6400,8000,9600
"3157",0.7,6400,8000,9600
"3158",0.7,6400,8000,9600
"3159",0.7,6400,8000,9600
"3160",0.7,6400,8000,9600
"3161",0.7,6400,8000,9600
"3162",0.7,6400,8000,9600
"3163",0.5,8000,10000,12000
"3164",0.5,8000,10000,12000
"3165",0.5,8000,10000,12000
"3166",0.5,8000,10000,12000
"3167",0.5,8000,10000,12000
"3168",0.5,8000,10000,12000
"3169",0.5,8000,10000,12000
"3170",0.63,8000,10000,12000
"3171",0.63,8000,10000,12000
"3172",0.63,8000,10000,12000
"3173",0.63,8000,10000,12000
"3174",0.63,8000,10000,12000
"3175",0.63,8000,10000,12000
"3176",0.63,8000,10000,12000
"3177",0.63,8000,10000,12000
"3178",0.63,8000,10000,12000
"3179",0.63,8000,10000,12000
"3180",0.4,160000,2e+05,240000
"3181",0.4,160000,2e+05,240000
"3182",0.4,160000,2e+05,240000
"3183",0.4,160000,2e+05,240000
"3184",0.4,160000,2e+05,240000
"3185",0.4,160000,2e+05,240000
"3186",0.4,160000,2e+05,240000
"3187",0.4,160000,2e+05,240000
"3188",0.4,160000,2e+05,240000
"3189",0.4,160000,2e+05,240000
"3190",0.4,160000,2e+05,240000
"3191",0.4,160000,2e+05,240000
"3192",0.4,160000,2e+05,240000
"3193",0.4,160000,2e+05,240000
"3194",0.4,160000,2e+05,240000
"3195",0.4,160000,2e+05,240000
"3196",0.4,160000,2e+05,240000
"3197",0.7,80000,1e+05,120000
"3198",0.7,80000,1e+05,120000
"3199",0.7,80000,1e+05,120000
"3200",0.7,80000,1e+05,120000
"3201",0.7,80000,1e+05,120000
"3202",0.7,80000,1e+05,120000
"3203",0.7,80000,1e+05,120000
"3204",0.7,80000,1e+05,120000
"3205",0.7,80000,1e+05,120000
"3206",0.7,80000,1e+05,120000
"3207",0.7,80000,1e+05,120000
"3208",0.7,80000,1e+05,120000
"3209",0.7,80000,1e+05,120000
"3210",0.7,80000,1e+05,120000
"3211",0.7,80000,1e+05,120000
"3212",0.7,80000,1e+05,120000
"3213",0.7,80000,1e+05,120000
"3214",0.7,32000,40000,48000
"3215",0.7,32000,40000,48000
"3216",0.7,32000,40000,48000
"3217",0.7,32000,40000,48000
"3218",0.7,32000,40000,48000
"3219",0.7,32000,40000,48000
"3220",0.7,32000,40000,48000
"3221",0.7,32000,40000,48000
"3222",0.7,32000,40000,48000
"3223",0.7,32000,40000,48000
"3224",0.7,32000,40000,48000
"3225",0.7,32000,40000,48000
"3226",0.7,32000,40000,48000
"3227",0.7,32000,40000,48000
"3228",0.7,32000,40000,48000
"3229",0.7,32000,40000,48000
"3230",0.7,32000,40000,48000
"3231",0.7,16000,20000,24000
"3232",0.7,16000,20000,24000
"3233",0.7,16000,20000,24000
"3234",0.7,16000,20000,24000
"3235",0.7,16000,20000,24000
"3236",0.7,16000,20000,24000
"3237",0.7,16000,20000,24000
"3238",0.7,16000,20000,24000
"3239",0.7,16000,20000,24000
"3240",0.7,16000,20000,24000
"3241",0.7,16000,20000,24000
"3242",0.7,16000,20000,24000
"3243",0.7,16000,20000,24000
"3244",0.7,16000,20000,24000
"3245",0.7,16000,20000,24000
"3246",0.7,16000,20000,24000
"3247",0.7,16000,20000,24000
"3248",0.7,96000,120000,144000
"3249",0.7,96000,120000,144000
"3250",0.8,160000,2e+05,240000
"3251",0.8,160000,2e+05,240000
"3252",0.8,160000,2e+05,240000
"3253",0.8,160000,2e+05,240000
"3254",0.8,160000,2e+05,240000
"3255",0.8,160000,2e+05,240000
"3256",0.8,160000,2e+05,240000
"3257",0.8,160000,2e+05,240000
"3258",0.8,160000,2e+05,240000
"3259",0.8,160000,2e+05,240000
"3260",0.8,160000,2e+05,240000
"3261",0.8,160000,2e+05,240000
"3262",0.8,160000,2e+05,240000
"3263",0.8,160000,2e+05,240000
"3264",0.8,160000,2e+05,240000
"3265",0.8,160000,2e+05,240000
"3266",0.8,160000,2e+05,240000
"3267",0.5,24000,30000,36000
"3268",0.5,24000,30000,36000
"3269",0.5,24000,30000,36000
"3270",0.5,24000,30000,36000
"3271",0.5,24000,30000,36000
"3272",0.5,24000,30000,36000
"3273",0.5,24000,30000,36000
"3274",0.5,51000,75500,1e+05
"3275",0.5,51000,75500,1e+05
"3276",0.5,51000,75500,1e+05
"3277",0.5,51000,75500,1e+05
"3278",0.5,51000,75500,1e+05
"3279",0.5,51000,75500,1e+05
"3280",0.5,51000,75500,1e+05
"3281",0.5,51000,75500,1e+05
"3282",0.5,51000,75500,1e+05
"3283",0.5,51000,75500,1e+05
"3284",0.5,40000,50000,60000
"3285",0.5,40000,50000,60000
"3286",0.5,40000,50000,60000
"3287",0.5,40000,50000,60000
"3288",0.5,40000,50000,60000
"3289",0.5,40000,50000,60000
"3290",0.5,40000,50000,60000
"3291",0.5,40000,50000,60000
"3292",0.5,40000,50000,60000
"3293",0.5,40000,50000,60000
"3294",0.5,40000,50000,60000
"3295",0.5,40000,50000,60000
"3296",0.5,40000,50000,60000
"3297",0.5,40000,50000,60000
"3298",0.5,40000,50000,60000
"3299",0.5,40000,50000,60000
"3300",0.5,40000,50000,60000
"3301",0.5,80000,1e+05,120000
"3302",0.5,80000,1e+05,120000
"3303",0.5,80000,1e+05,120000
"3304",0.5,80000,1e+05,120000
"3305",0.5,80000,1e+05,120000
"3306",0.5,80000,1e+05,120000
"3307",0.5,80000,1e+05,120000
"3308",0.5,80000,1e+05,120000
"3309",0.5,80000,1e+05,120000
"3310",0.5,80000,1e+05,120000
"3311",0.5,80000,1e+05,120000
"3312",0.5,80000,1e+05,120000
"3313",0.5,80000,1e+05,120000
"3314",0.5,80000,1e+05,120000
"3315",0.5,80000,1e+05,120000
"3316",0.5,80000,1e+05,120000
"3317",0.5,80000,1e+05,120000
"3318",0.5,160000,2e+05,240000
"3319",0.5,160000,2e+05,240000
"3320",0.5,160000,2e+05,240000
"3321",0.5,160000,2e+05,240000
"3322",0.5,160000,2e+05,240000
"3323",0.5,160000,2e+05,240000
"3324",0.5,160000,2e+05,240000
"3325",0.5,160000,2e+05,240000
"3326",0.5,160000,2e+05,240000
"3327",0.5,160000,2e+05,240000
"3328",0.5,160000,2e+05,240000
"3329",0.5,160000,2e+05,240000
"3330",0.5,160000,2e+05,240000
"3331",0.5,160000,2e+05,240000
"3332",0.5,160000,2e+05,240000
"3333",0.5,160000,2e+05,240000
"3334",0.5,160000,2e+05,240000
"3335",0.5,16000,20000,24000
"3336",0.5,16000,20000,24000
"3337",0.5,16000,20000,24000
"3338",0.5,16000,20000,24000
"3339",0.5,16000,20000,24000
"3340",0.5,16000,20000,24000
"3341",0.5,16000,20000,24000
"3342",0.5,16000,20000,24000
"3343",0.5,16000,20000,24000
"3344",0.5,16000,20000,24000
"3345",0.5,16000,20000,24000
"3346",0.5,16000,20000,24000
"3347",0.5,16000,20000,24000
"3348",0.5,16000,20000,24000
"3349",0.5,16000,20000,24000
"3350",0.5,16000,20000,24000
"3351",0.5,16000,20000,24000
"3352",0.5,40000,50000,60000
"3353",0.5,40000,50000,60000
"3354",0.5,40000,50000,60000
"3355",0.5,40000,50000,60000
"3356",0.5,40000,50000,60000
"3357",0.5,40000,50000,60000
"3358",0.5,40000,50000,60000
"3359",0.5,51000,75500,1e+05
"3360",0.5,51000,75500,1e+05
"3361",0.5,51000,75500,1e+05
"3362",0.5,51000,75500,1e+05
"3363",0.5,51000,75500,1e+05
"3364",0.5,51000,75500,1e+05
"3365",0.5,51000,75500,1e+05
"3366",0.5,51000,75500,1e+05
"3367",0.5,51000,75500,1e+05
"3368",0.5,51000,75500,1e+05
"3369",0.5,64000,80000,96000
"3370",0.5,64000,80000,96000
"3371",0.5,64000,80000,96000
"3372",0.5,64000,80000,96000
"3373",0.5,64000,80000,96000
"3374",0.5,64000,80000,96000
"3375",0.5,64000,80000,96000
"3376",0.5,64000,80000,96000
"3377",0.5,64000,80000,96000
"3378",0.5,64000,80000,96000
"3379",0.5,64000,80000,96000
"3380",0.5,64000,80000,96000
"3381",0.5,64000,80000,96000
"3382",0.5,64000,80000,96000
"3383",0.5,64000,80000,96000
"3384",0.5,64000,80000,96000
"3385",0.5,64000,80000,96000
"3386",0.5,28000,35000,42000
"3387",0.5,28000,35000,42000
"3388",0.5,28000,35000,42000
"3389",0.5,28000,35000,42000
"3390",0.5,28000,35000,42000
"3391",0.5,28000,35000,42000
"3392",0.5,28000,35000,42000
"3393",0.5,28000,35000,42000
"3394",0.5,28000,35000,42000
"3395",0.5,28000,35000,42000
"3396",0.5,28000,35000,42000
"3397",0.5,28000,35000,42000
"3398",0.5,28000,35000,42000
"3399",0.5,28000,35000,42000
"3400",0.5,28000,35000,42000
"3401",0.5,28000,35000,42000
"3402",0.5,28000,35000,42000
"3403",0.5,28000,35000,42000
"3404",0.5,28000,35000,42000
"3405",0.5,28000,35000,42000
"3406",0.5,28000,35000,42000
"3407",0.5,28000,35000,42000
"3408",0.5,28000,35000,42000
"3409",0.5,28000,35000,42000
"3410",0.5,28000,35000,42000
"3411",0.5,28000,35000,42000
"3412",0.5,28000,35000,42000
"3413",0.5,28000,35000,42000
"3414",0.5,28000,35000,42000
"3415",0.5,28000,35000,42000
"3416",0.5,28000,35000,42000
"3417",0.5,28000,35000,42000
"3418",0.5,28000,35000,42000
"3419",0.5,28000,35000,42000
"3420",0.2,40000,50000,60000
"3421",0.2,40000,50000,60000
"3422",0.2,40000,50000,60000
"3423",0.2,40000,50000,60000
"3424",0.2,40000,50000,60000
"3425",0.2,40000,50000,60000
"3426",0.2,40000,50000,60000
"3427",0.2,40000,50000,60000
"3428",0.2,40000,50000,60000
"3429",0.2,40000,50000,60000
"3430",0.2,40000,50000,60000
"3431",0.2,40000,50000,60000
"3432",0.2,40000,50000,60000
"3433",0.2,40000,50000,60000
"3434",0.2,40000,50000,60000
"3435",0.2,40000,50000,60000
"3436",0.2,40000,50000,60000
"3437",0.5,12480,15600,18720
"3438",0.5,12480,15600,18720
"3439",0.5,12480,15600,18720
"3440",0.5,12480,15600,18720
"3441",0.5,12480,15600,18720
"3442",0.5,12480,15600,18720
"3443",0.5,12480,15600,18720
"3444",0.5,12480,15600,18720
"3445",0.5,12480,15600,18720
"3446",0.5,12480,15600,18720
"3447",0.5,12480,15600,18720
"3448",0.5,12480,15600,18720
"3449",0.5,12480,15600,18720
"3450",0.5,12480,15600,18720
"3451",0.5,12480,15600,18720
"3452",0.5,12480,15600,18720
"3453",0.5,12480,15600,18720
"3454",0.5,64000,80000,96000
"3455",0.5,64000,80000,96000
"3456",0.5,64000,80000,96000
"3457",0.5,64000,80000,96000
"3458",0.5,64000,80000,96000
"3459",0.5,64000,80000,96000
"3460",0.5,64000,80000,96000
"3461",0.5,64000,80000,96000
"3462",0.5,64000,80000,96000
"3463",0.5,64000,80000,96000
"3464",0.5,64000,80000,96000
"3465",0.5,64000,80000,96000
"3466",0.5,64000,80000,96000
"3467",0.5,64000,80000,96000
"3468",0.5,64000,80000,96000
"3469",0.5,64000,80000,96000
"3470",0.5,64000,80000,96000
"3471",0.5,12000,15000,18000
"3472",0.5,12000,15000,18000
"3473",0.5,12000,15000,18000
"3474",0.5,12000,15000,18000
"3475",0.5,12000,15000,18000
"3476",0.5,12000,15000,18000
"3477",0.5,12000,15000,18000
"3478",0.5,12000,15000,18000
"3479",0.5,12000,15000,18000
"3480",0.5,12000,15000,18000
"3481",0.5,12000,15000,18000
"3482",0.5,12000,15000,18000
"3483",0.5,12000,15000,18000
"3484",0.5,12000,15000,18000
"3485",0.5,12000,15000,18000
"3486",0.5,12000,15000,18000
"3487",0.5,12000,15000,18000
"3488",0.3,208000,260000,312000
"3489",0.3,208000,260000,312000
"3490",0.3,208000,260000,312000
"3491",0.3,208000,260000,312000
"3492",0.3,208000,260000,312000
"3493",0.3,208000,260000,312000
"3494",0.3,208000,260000,312000
"3495",0.3,208000,260000,312000
"3496",0.3,208000,260000,312000
"3497",0.3,208000,260000,312000
"3498",0.3,208000,260000,312000
"3499",0.3,208000,260000,312000
"3500",0.3,208000,260000,312000
"3501",0.3,208000,260000,312000
"3502",0.3,208000,260000,312000
"3503",0.3,208000,260000,312000
"3504",0.3,208000,260000,312000
"3505",0.5,40000,50000,60000
"3506",0.5,40000,50000,60000
"3507",0.5,40000,50000,60000
"3508",0.5,40000,50000,60000
"3509",0.5,40000,50000,60000
"3510",0.5,40000,50000,60000
"3511",0.5,40000,50000,60000
"3512",0.5,40000,50000,60000
"3513",0.5,40000,50000,60000
"3514",0.5,40000,50000,60000
"3515",0.5,40000,50000,60000
"3516",0.5,40000,50000,60000
"3517",0.5,40000,50000,60000
"3518",0.5,40000,50000,60000
"3519",0.5,40000,50000,60000
"3520",0.5,40000,50000,60000
"3521",0.5,40000,50000,60000
"3522",0.5,40000,50000,60000
"3523",0.5,40000,50000,60000
"3524",0.5,40000,50000,60000
"3525",0.5,40000,50000,60000
"3526",0.5,40000,50000,60000
"3527",0.5,40000,50000,60000
"3528",0.5,40000,50000,60000
"3529",0.5,40000,50000,60000
"3530",0.5,40000,50000,60000
"3531",0.5,40000,50000,60000
"3532",0.5,40000,50000,60000
"3533",0.5,40000,50000,60000
"3534",0.5,40000,50000,60000
"3535",0.5,40000,50000,60000
"3536",0.5,40000,50000,60000
"3537",0.5,40000,50000,60000
"3538",0.5,40000,50000,60000
"3539",0.5,32000,40000,48000
"3540",0.5,32000,40000,48000
"3541",0.5,32000,40000,48000
"3542",0.5,32000,40000,48000
"3543",0.5,32000,40000,48000
"3544",0.5,32000,40000,48000
"3545",0.5,32000,40000,48000
"3546",0.5,32000,40000,48000
"3547",0.5,32000,40000,48000
"3548",0.5,32000,40000,48000
"3549",0.5,32000,40000,48000
"3550",0.5,32000,40000,48000
"3551",0.5,32000,40000,48000
"3552",0.5,32000,40000,48000
"3553",0.5,32000,40000,48000
"3554",0.5,32000,40000,48000
"3555",0.5,32000,40000,48000
"3556",0.7,16000,20000,24000
"3557",0.7,16000,20000,24000
"3558",0.7,16000,20000,24000
"3559",0.7,16000,20000,24000
"3560",0.7,16000,20000,24000
"3561",0.7,16000,20000,24000
"3562",0.7,16000,20000,24000
"3563",0.7,16000,20000,24000
"3564",0.7,16000,20000,24000
"3565",0.7,16000,20000,24000
"3566",0.7,16000,20000,24000
"3567",0.7,16000,20000,24000
"3568",0.7,16000,20000,24000
"3569",0.7,16000,20000,24000
"3570",0.7,16000,20000,24000
"3571",0.7,16000,20000,24000
"3572",0.7,16000,20000,24000
"3573",0.8,8000,10000,12000
"3574",0.8,8000,10000,12000
"3575",0.8,8000,10000,12000
"3576",0.8,8000,10000,12000
"3577",0.8,8000,10000,12000
"3578",0.8,8000,10000,12000
"3579",0.8,8000,10000,12000
"3580",0.8,8000,10000,12000
"3581",0.8,8000,10000,12000
"3582",0.8,8000,10000,12000
"3583",0.8,8000,10000,12000
"3584",0.8,8000,10000,12000
"3585",0.8,8000,10000,12000
"3586",0.8,8000,10000,12000
"3587",0.8,8000,10000,12000
"3588",0.8,8000,10000,12000
"3589",0.8,8000,10000,12000
"3590",0.8,8000,10000,12000
"3591",0.8,8000,10000,12000
"3592",0.8,8000,10000,12000
"3593",0.8,8000,10000,12000
"3594",0.8,8000,10000,12000
"3595",0.8,8000,10000,12000
"3596",0.8,8000,10000,12000
"3597",0.8,8000,10000,12000
"3598",0.8,8000,10000,12000
"3599",0.8,8000,10000,12000
"3600",0.8,8000,10000,12000
"3601",0.8,8000,10000,12000
"3602",0.8,8000,10000,12000
"3603",0.8,8000,10000,12000
"3604",0.8,8000,10000,12000
"3605",0.8,8000,10000,12000
"3606",0.8,8000,10000,12000
"3607",0.4,80000,1e+05,120000
"3608",0.4,80000,1e+05,120000
"3609",0.4,80000,1e+05,120000
"3610",0.4,80000,1e+05,120000
"3611",0.4,80000,1e+05,120000
"3612",0.4,80000,1e+05,120000
"3613",0.4,80000,1e+05,120000
"3614",0.4,80000,1e+05,120000
"3615",0.4,80000,1e+05,120000
"3616",0.4,80000,1e+05,120000
"3617",0.4,80000,1e+05,120000
"3618",0.4,80000,1e+05,120000
"3619",0.4,80000,1e+05,120000
"3620",0.4,80000,1e+05,120000
"3621",0.4,80000,1e+05,120000
"3622",0.4,80000,1e+05,120000
"3623",0.4,80000,1e+05,120000
"3624",0.4,40000,50000,60000
"3625",0.4,40000,50000,60000
"3626",0.4,40000,50000,60000
"3627",0.4,40000,50000,60000
"3628",0.4,40000,50000,60000
"3629",0.4,40000,50000,60000
"3630",0.4,40000,50000,60000
"3631",0.4,40000,50000,60000
"3632",0.4,40000,50000,60000
"3633",0.4,40000,50000,60000
"3634",0.4,40000,50000,60000
"3635",0.4,40000,50000,60000
"3636",0.4,40000,50000,60000
"3637",0.4,40000,50000,60000
"3638",0.4,40000,50000,60000
"3639",0.4,40000,50000,60000
"3640",0.4,40000,50000,60000
"3641",0.5,32000,40000,48000
"3642",0.5,32000,40000,48000
"3643",0.5,32000,40000,48000
"3644",0.5,32000,40000,48000
"3645",0.5,32000,40000,48000
"3646",0.5,32000,40000,48000
"3647",0.5,32000,40000,48000
"3648",0.5,32000,40000,48000
"3649",0.5,32000,40000,48000
"3650",0.5,32000,40000,48000
"3651",0.5,32000,40000,48000
"3652",0.5,32000,40000,48000
"3653",0.5,32000,40000,48000
"3654",0.5,32000,40000,48000
"3655",0.5,32000,40000,48000
"3656",0.5,32000,40000,48000
"3657",0.5,32000,40000,48000
"3658",0.3,20000,25000,30000
"3659",0.3,20000,25000,30000
"3660",0.3,20000,25000,30000
"3661",0.3,20000,25000,30000
"3662",0.3,20000,25000,30000
"3663",0.3,20000,25000,30000
"3664",0.3,20000,25000,30000
"3665",0.63,20000,25000,30000
"3666",0.63,20000,25000,30000
"3667",0.63,20000,25000,30000
"3668",0.63,20000,25000,30000
"3669",0.63,20000,25000,30000
"3670",0.63,20000,25000,30000
"3671",0.63,20000,25000,30000
"3672",0.63,20000,25000,30000
"3673",0.63,20000,25000,30000
"3674",0.63,20000,25000,30000
"3675",0.5,8000,10000,12000
"3676",0.13,0,25000,50000
"3677",0.13,0,25000,50000
"3678",0.13,0,25000,50000
"3679",0.13,0,25000,50000
"3680",0.13,0,25000,50000
"3681",0.355,0,25000,50000
"3682",0.355,0,25000,50000
"3683",0.355,0,25000,50000
"3684",0.355,0,25000,50000
"3685",0.355,0,25000,50000
"3686",0.355,0,25000,50000
"3687",0.355,0,25000,50000
"3688",0.355,0,25000,50000
"3689",0.355,0,25000,50000
"3690",0.355,0,25000,50000
"3691",0.6,8000,10000,12000
"3692",0.6,8000,10000,12000
"3693",0.6,8000,10000,12000
"3694",0.6,8000,10000,12000
"3695",0.6,8000,10000,12000
"3696",0.6,8000,10000,12000
"3697",0.6,8000,10000,12000
"3698",0.6,8000,10000,12000
"3699",0.6,8000,10000,12000
"3700",0.6,8000,10000,12000
"3701",0.6,8000,10000,12000
"3702",0.6,8000,10000,12000
"3703",0.6,8000,10000,12000
"3704",0.6,8000,10000,12000
"3705",0.6,8000,10000,12000
"3706",0.6,8000,10000,12000
"3707",0.6,8000,10000,12000
"3708",0.8,12000,15000,18000
"3709",0.8,12000,15000,18000
"3710",0.8,12000,15000,18000
"3711",0.8,12000,15000,18000
"3712",0.8,12000,15000,18000
"3713",0.8,12000,15000,18000
"3714",0.63,51000,75500,1e+05
"3715",0.63,51000,75500,1e+05
"3716",0.63,51000,75500,1e+05
"3717",0.63,51000,75500,1e+05
"3718",0.63,51000,75500,1e+05
"3719",0.63,51000,75500,1e+05
"3720",0.63,51000,75500,1e+05
"3721",0.63,51000,75500,1e+05
"3722",0.63,51000,75500,1e+05
"3723",0.63,51000,75500,1e+05
"3724",0.63,51000,75500,1e+05
"3725",0.6,4000,5000,6000
"3726",0.6,4000,5000,6000
"3727",0.6,4000,5000,6000
"3728",0.6,4000,5000,6000
"3729",0.6,4000,5000,6000
"3730",0.6,4000,5000,6000
"3731",0.6,4000,5000,6000
"3732",0.6,4000,5000,6000
"3733",0.6,4000,5000,6000
"3734",0.6,4000,5000,6000
"3735",0.6,4000,5000,6000
"3736",0.6,4000,5000,6000
"3737",0.6,4000,5000,6000
"3738",0.6,4000,5000,6000
"3739",0.6,4000,5000,6000
"3740",0.6,4000,5000,6000
"3741",0.6,4000,5000,6000
"3742",0.5,3200,4000,4800
"3743",0.5,3200,4000,4800
"3744",0.5,3200,4000,4800
"3745",0.5,3200,4000,4800
"3746",0.5,3200,4000,4800
"3747",0.5,3200,4000,4800
"3748",0.5,3200,4000,4800
"3749",0.5,3200,4000,4800
"3750",0.5,3200,4000,4800
"3751",0.5,3200,4000,4800
"3752",0.5,3200,4000,4800
"3753",0.5,3200,4000,4800
"3754",0.5,3200,4000,4800
"3755",0.5,3200,4000,4800
"3756",0.5,3200,4000,4800
"3757",0.5,3200,4000,4800
"3758",0.5,3200,4000,4800
"3759",0.5,8000,10000,12000
"3760",0.5,8000,10000,12000
"3761",0.5,8000,10000,12000
"3762",0.5,8000,10000,12000
"3763",0.5,8000,10000,12000
"3764",0.5,8000,10000,12000
"3765",0.5,8000,10000,12000
"3766",0.5,8000,10000,12000
"3767",0.5,8000,10000,12000
"3768",0.5,8000,10000,12000
"3769",0.5,8000,10000,12000
"3770",0.5,8000,10000,12000
"3771",0.5,8000,10000,12000
"3772",0.5,8000,10000,12000
"3773",0.5,8000,10000,12000
"3774",0.5,8000,10000,12000
"3775",0.5,8000,10000,12000
"3776",0.5,8000,10000,12000
"3777",0.5,8000,10000,12000
"3778",0.5,8000,10000,12000
"3779",0.5,8000,10000,12000
"3780",0.5,8000,10000,12000
"3781",0.5,8000,10000,12000
"3782",0.5,8000,10000,12000
"3783",0.5,8000,10000,12000
"3784",0.5,8000,10000,12000
"3785",0.5,8000,10000,12000
"3786",0.5,8000,10000,12000
"3787",0.5,8000,10000,12000
"3788",0.5,8000,10000,12000
"3789",0.5,8000,10000,12000
"3790",0.5,8000,10000,12000
"3791",0.5,8000,10000,12000
"3792",0.5,8000,10000,12000
"3793",0.5,20000,25000,30000
"3794",0.5,20000,25000,30000
"3795",0.5,20000,25000,30000
"3796",0.5,20000,25000,30000
"3797",0.5,20000,25000,30000
"3798",0.5,20000,25000,30000
"3799",0.5,20000,25000,30000
"3800",0.5,20000,25000,30000
"3801",0.5,20000,25000,30000
"3802",0.5,20000,25000,30000
"3803",0.5,20000,25000,30000
"3804",0.5,20000,25000,30000
"3805",0.5,20000,25000,30000
"3806",0.5,20000,25000,30000
"3807",0.5,20000,25000,30000
"3808",0.5,20000,25000,30000
"3809",0.5,20000,25000,30000
"3810",0.4,40000,50000,60000
"3811",0.4,40000,50000,60000
"3812",0.4,40000,50000,60000
"3813",0.4,40000,50000,60000
"3814",0.4,40000,50000,60000
"3815",0.4,40000,50000,60000
"3816",0.4,40000,50000,60000
"3817",0.63,40000,50000,60000
"3818",0.63,40000,50000,60000
"3819",0.63,40000,50000,60000
"3820",0.63,40000,50000,60000
"3821",0.63,40000,50000,60000
"3822",0.63,40000,50000,60000
"3823",0.63,40000,50000,60000
"3824",0.63,40000,50000,60000
"3825",0.63,40000,50000,60000
"3826",0.63,40000,50000,60000
"3827",0.2,4000,5000,6000
"3828",0.2,4000,5000,6000
"3829",0.2,4000,5000,6000
"3830",0.2,4000,5000,6000
"3831",0.2,4000,5000,6000
"3832",0.2,4000,5000,6000
"3833",0.2,4000,5000,6000
"3834",0.2,4000,5000,6000
"3835",0.2,4000,5000,6000
"3836",0.2,4000,5000,6000
"3837",0.2,4000,5000,6000
"3838",0.2,4000,5000,6000
"3839",0.2,4000,5000,6000
"3840",0.2,4000,5000,6000
"3841",0.2,4000,5000,6000
"3842",0.2,4000,5000,6000
"3843",0.2,4000,5000,6000
"3844",0.4,4000,5000,6000
"3845",0.4,4000,5000,6000
"3846",0.4,4000,5000,6000
"3847",0.4,4000,5000,6000
"3848",0.4,4000,5000,6000
"3849",0.4,4000,5000,6000
"3850",0.4,4000,5000,6000
"3851",0.4,4000,5000,6000
"3852",0.4,4000,5000,6000
"3853",0.4,4000,5000,6000
