"","p","b","e","w"
"12604",0.66,2e+05,250000,3e+05
"12605",0.66,2e+05,250000,3e+05
"12606",0.66,2e+05,250000,3e+05
"12607",0.66,2e+05,250000,3e+05
"12608",0.66,2e+05,250000,3e+05
"12609",0.66,2e+05,250000,3e+05
"12610",0.75,240000,3e+05,360000
"12611",0.75,240000,3e+05,360000
"12612",0.75,240000,3e+05,360000
"12613",0.75,240000,3e+05,360000
"12614",0.75,240000,3e+05,360000
"12615",0.75,240000,3e+05,360000
"12616",0.75,240000,3e+05,360000
"12617",0.75,240000,3e+05,360000
"12618",0.75,240000,3e+05,360000
"12619",0.75,240000,3e+05,360000
"12620",0.75,240000,3e+05,360000
"12621",0.75,240000,3e+05,360000
"12622",0.75,240000,3e+05,360000
"12623",0.75,240000,3e+05,360000
"12624",0.75,240000,3e+05,360000
"12625",0.75,240000,3e+05,360000
"12626",0.75,240000,3e+05,360000
"12627",0.9,250000,3e+05,4e+05
"12628",0.9,250000,3e+05,4e+05
"12629",0.9,250000,3e+05,4e+05
"12630",0.9,250000,3e+05,4e+05
"12631",0.9,250000,3e+05,4e+05
"12632",0.9,250000,3e+05,4e+05
"12633",0.9,250000,3e+05,4e+05
"12634",0.9,250000,3e+05,4e+05
"12635",0.9,250000,3e+05,4e+05
"12636",0.9,250000,3e+05,4e+05
"12637",0.9,250000,3e+05,4e+05
"12638",0.9,250000,3e+05,4e+05
"12639",0.9,250000,3e+05,4e+05
"12640",0.9,250000,3e+05,4e+05
"12641",0.9,250000,3e+05,4e+05
"12642",0.9,250000,3e+05,4e+05
"12643",0.9,250000,3e+05,4e+05
"12644",0.66,80000,1e+05,120000
"12645",0.66,80000,1e+05,120000
"12646",0.66,80000,1e+05,120000
"12647",0.66,80000,1e+05,120000
"12648",0.66,80000,1e+05,120000
"12649",0.66,80000,1e+05,120000
"12650",0.66,80000,1e+05,120000
"12651",0.66,80000,1e+05,120000
"12652",0.66,80000,1e+05,120000
"12653",0.66,80000,1e+05,120000
"12654",0.66,80000,1e+05,120000
"12655",0.66,80000,1e+05,120000
"12656",0.66,80000,1e+05,120000
"12657",0.66,80000,1e+05,120000
"12658",0.66,80000,1e+05,120000
"12659",0.66,80000,1e+05,120000
"12660",0.66,80000,1e+05,120000
"12661",0.75,160000,2e+05,240000
"12662",0.75,160000,2e+05,240000
"12663",0.75,160000,2e+05,240000
"12664",0.75,160000,2e+05,240000
"12665",0.75,160000,2e+05,240000
"12666",0.75,160000,2e+05,240000
"12667",0.75,160000,2e+05,240000
"12668",0.75,160000,2e+05,240000
"12669",0.75,160000,2e+05,240000
"12670",0.75,160000,2e+05,240000
"12671",0.75,160000,2e+05,240000
"12672",0.75,160000,2e+05,240000
"12673",0.75,160000,2e+05,240000
"12674",0.75,160000,2e+05,240000
"12675",0.75,160000,2e+05,240000
"12676",0.75,160000,2e+05,240000
"12677",0.75,160000,2e+05,240000
"12678",0.75,2e+05,250000,3e+05
"12679",0.75,2e+05,250000,3e+05
"12680",0.75,2e+05,250000,3e+05
"12681",0.75,2e+05,250000,3e+05
"12682",0.75,2e+05,250000,3e+05
"12683",0.75,2e+05,250000,3e+05
"12684",0.75,2e+05,250000,3e+05
"12685",0.75,2e+05,250000,3e+05
"12686",0.75,2e+05,250000,3e+05
"12687",0.75,2e+05,250000,3e+05
"12688",0.75,2e+05,250000,3e+05
"12689",0.75,2e+05,250000,3e+05
"12690",0.75,2e+05,250000,3e+05
"12691",0.75,2e+05,250000,3e+05
"12692",0.75,2e+05,250000,3e+05
"12693",0.75,2e+05,250000,3e+05
"12694",0.75,2e+05,250000,3e+05
"12695",0.66,160000,2e+05,240000
"12696",0.66,160000,2e+05,240000
"12697",0.66,160000,2e+05,240000
"12698",0.66,160000,2e+05,240000
"12699",0.66,160000,2e+05,240000
"12700",0.66,160000,2e+05,240000
"12701",0.66,160000,2e+05,240000
"12702",0.66,160000,2e+05,240000
"12703",0.66,160000,2e+05,240000
"12704",0.66,160000,2e+05,240000
"12705",0.66,160000,2e+05,240000
"12706",0.66,160000,2e+05,240000
"12707",0.66,160000,2e+05,240000
"12708",0.66,160000,2e+05,240000
"12709",0.66,160000,2e+05,240000
"12710",0.66,160000,2e+05,240000
"12711",0.66,160000,2e+05,240000
"12712",0.66,352000,440000,528000
"12713",0.66,352000,440000,528000
"12714",0.66,352000,440000,528000
"12715",0.66,352000,440000,528000
"12716",0.66,352000,440000,528000
"12717",0.66,352000,440000,528000
"12718",0.66,352000,440000,528000
"12719",0.66,352000,440000,528000
"12720",0.66,352000,440000,528000
"12721",0.66,352000,440000,528000
"12722",0.66,352000,440000,528000
"12723",0.66,352000,440000,528000
"12724",0.66,352000,440000,528000
"12725",0.66,352000,440000,528000
"12726",0.66,352000,440000,528000
"12727",0.66,352000,440000,528000
"12728",0.66,352000,440000,528000
"12729",0.5,480000,6e+05,720000
"12730",0.5,480000,6e+05,720000
"12731",0.5,480000,6e+05,720000
"12732",0.5,480000,6e+05,720000
"12733",0.5,480000,6e+05,720000
"12734",0.5,480000,6e+05,720000
"12735",0.5,480000,6e+05,720000
"12736",0.5,480000,6e+05,720000
"12737",0.5,480000,6e+05,720000
"12738",0.5,480000,6e+05,720000
"12739",0.5,480000,6e+05,720000
"12740",0.5,480000,6e+05,720000
"12741",0.5,480000,6e+05,720000
"12742",0.5,480000,6e+05,720000
"12743",0.5,480000,6e+05,720000
"12744",0.5,480000,6e+05,720000
"12745",0.5,480000,6e+05,720000
"12746",0.66,176000,220000,264000
"12747",0.66,176000,220000,264000
"12748",0.66,176000,220000,264000
"12749",0.66,176000,220000,264000
"12750",0.66,176000,220000,264000
"12751",0.66,176000,220000,264000
"12752",0.66,176000,220000,264000
"12753",0.66,176000,220000,264000
"12754",0.66,176000,220000,264000
"12755",0.66,176000,220000,264000
"12756",0.66,176000,220000,264000
"12757",0.66,176000,220000,264000
"12758",0.66,176000,220000,264000
"12759",0.66,176000,220000,264000
"12760",0.66,176000,220000,264000
"12761",0.66,176000,220000,264000
"12762",0.66,176000,220000,264000
"12763",0.5,1e+05,125000,150000
"12764",0.5,1e+05,125000,150000
"12765",0.5,1e+05,125000,150000
"12766",0.5,1e+05,125000,150000
"12767",0.5,1e+05,125000,150000
"12768",0.5,1e+05,125000,150000
"12769",0.5,1e+05,125000,150000
"12770",0.5,1e+05,125000,150000
"12771",0.5,1e+05,125000,150000
"12772",0.5,1e+05,125000,150000
"12773",0.5,1e+05,125000,150000
"12774",0.5,1e+05,125000,150000
"12775",0.5,1e+05,125000,150000
"12776",0.5,1e+05,125000,150000
"12777",0.5,1e+05,125000,150000
"12778",0.5,1e+05,125000,150000
"12779",0.5,1e+05,125000,150000
"12780",0.75,40000,50000,60000
"12781",0.75,40000,50000,60000
"12782",0.75,40000,50000,60000
"12783",0.75,40000,50000,60000
"12784",0.75,40000,50000,60000
"12785",0.75,40000,50000,60000
"12786",0.75,40000,50000,60000
"12787",0.75,40000,50000,60000
"12788",0.75,40000,50000,60000
"12789",0.75,40000,50000,60000
"12790",0.75,40000,50000,60000
"12791",0.75,40000,50000,60000
"12792",0.75,40000,50000,60000
"12793",0.75,40000,50000,60000
"12794",0.75,40000,50000,60000
"12795",0.75,40000,50000,60000
"12796",0.75,40000,50000,60000
"12797",0.75,20000,25000,30000
"12798",0.75,20000,25000,30000
"12799",0.75,20000,25000,30000
"12800",0.75,20000,25000,30000
"12801",0.75,20000,25000,30000
"12802",0.75,20000,25000,30000
"12803",0.75,20000,25000,30000
"12804",0.75,20000,25000,30000
"12805",0.75,20000,25000,30000
"12806",0.75,20000,25000,30000
"12807",0.75,20000,25000,30000
"12808",0.75,20000,25000,30000
"12809",0.75,20000,25000,30000
"12810",0.75,20000,25000,30000
"12811",0.75,20000,25000,30000
"12812",0.75,20000,25000,30000
"12813",0.75,20000,25000,30000
"12814",0.66,8e+05,1e+06,1200000
"12815",0.66,8e+05,1e+06,1200000
"12816",0.66,8e+05,1e+06,1200000
"12817",0.66,8e+05,1e+06,1200000
"12818",0.66,8e+05,1e+06,1200000
"12819",0.66,8e+05,1e+06,1200000
"12820",0.66,8e+05,1e+06,1200000
"12821",0.66,8e+05,1e+06,1200000
"12822",0.66,8e+05,1e+06,1200000
"12823",0.66,8e+05,1e+06,1200000
"12824",0.66,8e+05,1e+06,1200000
"12825",0.66,8e+05,1e+06,1200000
"12826",0.66,8e+05,1e+06,1200000
"12827",0.66,8e+05,1e+06,1200000
"12828",0.66,8e+05,1e+06,1200000
"12829",0.66,8e+05,1e+06,1200000
"12830",0.66,8e+05,1e+06,1200000
"12831",0.75,2e+05,250000,3e+05
"12832",0.75,2e+05,250000,3e+05
"12833",0.75,2e+05,250000,3e+05
"12834",0.75,2e+05,250000,3e+05
"12835",0.75,2e+05,250000,3e+05
"12836",0.75,2e+05,250000,3e+05
"12837",0.75,2e+05,250000,3e+05
"12838",0.75,2e+05,250000,3e+05
"12839",0.75,2e+05,250000,3e+05
"12840",0.75,2e+05,250000,3e+05
"12841",0.75,2e+05,250000,3e+05
"12842",0.75,2e+05,250000,3e+05
"12843",0.75,2e+05,250000,3e+05
"12844",0.75,2e+05,250000,3e+05
"12845",0.75,2e+05,250000,3e+05
"12846",0.75,2e+05,250000,3e+05
"12847",0.75,2e+05,250000,3e+05
"12848",0.75,160000,2e+05,240000
"12849",0.75,160000,2e+05,240000
"12850",0.75,160000,2e+05,240000
"12851",0.75,160000,2e+05,240000
"12852",0.75,160000,2e+05,240000
"12853",0.75,160000,2e+05,240000
"12854",0.75,160000,2e+05,240000
"12855",0.75,160000,2e+05,240000
"12856",0.75,160000,2e+05,240000
"12857",0.75,160000,2e+05,240000
"12858",0.75,160000,2e+05,240000
"12859",0.75,160000,2e+05,240000
"12860",0.75,160000,2e+05,240000
"12861",0.75,160000,2e+05,240000
"12862",0.75,160000,2e+05,240000
"12863",0.75,160000,2e+05,240000
"12864",0.75,160000,2e+05,240000
"12865",0.75,40000,50000,60000
"12866",0.75,40000,50000,60000
"12867",0.75,40000,50000,60000
"12868",0.75,40000,50000,60000
"12869",0.75,40000,50000,60000
"12870",0.75,40000,50000,60000
"12871",0.75,40000,50000,60000
"12872",0.75,40000,50000,60000
"12873",0.75,40000,50000,60000
"12874",0.75,40000,50000,60000
"12875",0.75,40000,50000,60000
"12876",0.75,40000,50000,60000
"12877",0.75,40000,50000,60000
"12878",0.75,40000,50000,60000
"12879",0.75,40000,50000,60000
"12880",0.75,40000,50000,60000
"12881",0.75,40000,50000,60000
"12882",0.66,176000,220000,264000
"12883",0.66,176000,220000,264000
"12884",0.66,176000,220000,264000
"12885",0.66,176000,220000,264000
"12886",0.66,176000,220000,264000
"12887",0.66,176000,220000,264000
"12888",0.66,176000,220000,264000
"12889",0.66,176000,220000,264000
"12890",0.66,176000,220000,264000
"12891",0.66,176000,220000,264000
"12892",0.66,176000,220000,264000
"12893",0.66,176000,220000,264000
"12894",0.66,176000,220000,264000
"12895",0.66,176000,220000,264000
"12896",0.66,176000,220000,264000
"12897",0.66,176000,220000,264000
"12898",0.66,176000,220000,264000
"12899",0.5,88000,110000,132000
"12900",0.5,88000,110000,132000
"12901",0.5,88000,110000,132000
"12902",0.5,88000,110000,132000
"12903",0.5,88000,110000,132000
"12904",0.5,88000,110000,132000
"12905",0.5,88000,110000,132000
"12906",0.5,88000,110000,132000
"12907",0.5,88000,110000,132000
"12908",0.5,88000,110000,132000
"12909",0.5,88000,110000,132000
"12910",0.5,88000,110000,132000
"12911",0.5,88000,110000,132000
"12912",0.5,88000,110000,132000
"12913",0.5,88000,110000,132000
"12914",0.5,88000,110000,132000
"12915",0.5,88000,110000,132000
"12916",0.5,40000,50000,60000
"12917",0.5,40000,50000,60000
"12918",0.5,40000,50000,60000
"12919",0.5,40000,50000,60000
"12920",0.5,40000,50000,60000
"12921",0.5,40000,50000,60000
"12922",0.5,40000,50000,60000
"12923",0.5,40000,50000,60000
"12924",0.5,40000,50000,60000
"12925",0.5,40000,50000,60000
"12926",0.5,40000,50000,60000
"12927",0.5,40000,50000,60000
"12928",0.5,40000,50000,60000
"12929",0.5,40000,50000,60000
"12930",0.5,40000,50000,60000
"12931",0.5,40000,50000,60000
"12932",0.5,40000,50000,60000
"12933",0.66,88000,110000,132000
"12934",0.66,88000,110000,132000
"12935",0.66,88000,110000,132000
"12936",0.66,88000,110000,132000
"12937",0.66,88000,110000,132000
"12938",0.66,88000,110000,132000
"12939",0.66,88000,110000,132000
"12940",0.66,88000,110000,132000
"12941",0.66,88000,110000,132000
"12942",0.66,88000,110000,132000
"12943",0.66,88000,110000,132000
"12944",0.66,88000,110000,132000
"12945",0.66,88000,110000,132000
"12946",0.66,88000,110000,132000
"12947",0.66,88000,110000,132000
"12948",0.66,88000,110000,132000
"12949",0.66,88000,110000,132000
"12950",0.5,320000,4e+05,480000
"12951",0.5,320000,4e+05,480000
"12952",0.5,320000,4e+05,480000
"12953",0.5,320000,4e+05,480000
"12954",0.5,320000,4e+05,480000
"12955",0.5,320000,4e+05,480000
"12956",0.5,320000,4e+05,480000
"12957",0.5,320000,4e+05,480000
"12958",0.5,320000,4e+05,480000
"12959",0.5,320000,4e+05,480000
"12960",0.5,320000,4e+05,480000
"12961",0.5,320000,4e+05,480000
"12962",0.5,320000,4e+05,480000
"12963",0.5,320000,4e+05,480000
"12964",0.5,320000,4e+05,480000
"12965",0.5,320000,4e+05,480000
"12966",0.5,320000,4e+05,480000
"12967",0.25,176000,220000,264000
"12968",0.25,176000,220000,264000
"12969",0.25,176000,220000,264000
"12970",0.25,176000,220000,264000
"12971",0.25,176000,220000,264000
"12972",0.25,176000,220000,264000
"12973",0.25,176000,220000,264000
"12974",0.25,176000,220000,264000
"12975",0.25,176000,220000,264000
"12976",0.25,176000,220000,264000
"12977",0.25,176000,220000,264000
"12978",0.25,176000,220000,264000
"12979",0.25,176000,220000,264000
"12980",0.25,176000,220000,264000
"12981",0.25,176000,220000,264000
"12982",0.25,176000,220000,264000
"12983",0.25,176000,220000,264000
"12984",0.33,88000,110000,132000
"12985",0.33,88000,110000,132000
"12986",0.33,88000,110000,132000
"12987",0.33,88000,110000,132000
"12988",0.33,88000,110000,132000
"12989",0.33,88000,110000,132000
"12990",0.33,88000,110000,132000
"12991",0.33,88000,110000,132000
"12992",0.33,88000,110000,132000
"12993",0.33,88000,110000,132000
"12994",0.33,88000,110000,132000
"12995",0.33,88000,110000,132000
"12996",0.33,88000,110000,132000
"12997",0.33,88000,110000,132000
"12998",0.33,88000,110000,132000
"12999",0.33,88000,110000,132000
"13000",0.33,88000,110000,132000
"13001",0.5,176000,220000,264000
"13002",0.5,176000,220000,264000
"13003",0.5,176000,220000,264000
"13004",0.5,176000,220000,264000
"13005",0.5,176000,220000,264000
"13006",0.5,176000,220000,264000
"13007",0.5,176000,220000,264000
"13008",0.5,176000,220000,264000
"13009",0.5,176000,220000,264000
"13010",0.5,176000,220000,264000
"13011",0.5,176000,220000,264000
"13012",0.5,176000,220000,264000
"13013",0.5,176000,220000,264000
"13014",0.5,176000,220000,264000
"13015",0.5,176000,220000,264000
"13016",0.5,176000,220000,264000
"13017",0.5,176000,220000,264000
"13018",0.75,528000,660000,792000
"13019",0.75,528000,660000,792000
"13020",0.75,528000,660000,792000
"13021",0.75,528000,660000,792000
"13022",0.75,528000,660000,792000
"13023",0.75,528000,660000,792000
"13024",0.75,528000,660000,792000
"13025",0.75,528000,660000,792000
"13026",0.75,528000,660000,792000
"13027",0.75,528000,660000,792000
"13028",0.75,528000,660000,792000
"13029",0.75,528000,660000,792000
"13030",0.75,528000,660000,792000
"13031",0.75,528000,660000,792000
"13032",0.75,528000,660000,792000
"13033",0.75,528000,660000,792000
"13034",0.75,528000,660000,792000
"13035",0.95,8e+05,1e+06,1200000
"13036",0.95,8e+05,1e+06,1200000
"13037",0.95,8e+05,1e+06,1200000
"13038",0.95,8e+05,1e+06,1200000
"13039",0.95,8e+05,1e+06,1200000
"13040",0.95,8e+05,1e+06,1200000
"13041",0.95,8e+05,1e+06,1200000
"13042",0.95,8e+05,1e+06,1200000
"13043",0.95,8e+05,1e+06,1200000
"13044",0.95,8e+05,1e+06,1200000
"13045",0.95,8e+05,1e+06,1200000
"13046",0.95,8e+05,1e+06,1200000
"13047",0.95,8e+05,1e+06,1200000
"13048",0.95,8e+05,1e+06,1200000
"13049",0.95,8e+05,1e+06,1200000
"13050",0.95,8e+05,1e+06,1200000
"13051",0.95,8e+05,1e+06,1200000
"13052",0.66,176000,220000,264000
"13053",0.66,176000,220000,264000
"13054",0.66,176000,220000,264000
"13055",0.66,176000,220000,264000
"13056",0.66,176000,220000,264000
"13057",0.66,176000,220000,264000
"13058",0.66,176000,220000,264000
"13059",0.66,176000,220000,264000
"13060",0.66,176000,220000,264000
"13061",0.66,176000,220000,264000
"13062",0.66,176000,220000,264000
"13063",0.66,176000,220000,264000
"13064",0.66,176000,220000,264000
"13065",0.66,176000,220000,264000
"13066",0.66,176000,220000,264000
"13067",0.66,176000,220000,264000
"13068",0.66,176000,220000,264000
"13069",0.9,4e+05,6e+05,650000
"13070",0.9,4e+05,6e+05,650000
"13071",0.9,4e+05,6e+05,650000
"13072",0.9,4e+05,6e+05,650000
"13073",0.9,4e+05,6e+05,650000
"13074",0.9,4e+05,6e+05,650000
"13075",0.9,4e+05,6e+05,650000
"13076",0.9,4e+05,6e+05,650000
"13077",0.9,4e+05,6e+05,650000
"13078",0.9,4e+05,6e+05,650000
"13079",0.9,4e+05,6e+05,650000
"13080",0.9,4e+05,6e+05,650000
"13081",0.9,4e+05,6e+05,650000
"13082",0.9,4e+05,6e+05,650000
"13083",0.9,4e+05,6e+05,650000
"13084",0.9,4e+05,6e+05,650000
"13085",0.9,4e+05,6e+05,650000
"13086",0.8,4e+05,5e+05,550000
"13087",0.8,4e+05,5e+05,550000
"13088",0.8,4e+05,5e+05,550000
"13089",0.8,4e+05,5e+05,550000
"13090",0.8,4e+05,5e+05,550000
"13091",0.8,4e+05,5e+05,550000
"13092",0.8,4e+05,5e+05,550000
"13093",0.8,4e+05,5e+05,550000
"13094",0.8,4e+05,5e+05,550000
"13095",0.8,4e+05,5e+05,550000
"13096",0.8,4e+05,5e+05,550000
"13097",0.8,4e+05,5e+05,550000
"13098",0.8,4e+05,5e+05,550000
"13099",0.8,4e+05,5e+05,550000
"13100",0.8,4e+05,5e+05,550000
"13101",0.8,4e+05,5e+05,550000
"13102",0.8,4e+05,5e+05,550000
"13103",0.7,2e+05,4e+05,5e+05
"13104",0.7,2e+05,4e+05,5e+05
"13105",0.7,2e+05,4e+05,5e+05
"13106",0.7,2e+05,4e+05,5e+05
"13107",0.7,2e+05,4e+05,5e+05
"13108",0.7,2e+05,4e+05,5e+05
"13109",0.7,2e+05,4e+05,5e+05
"13110",0.7,2e+05,4e+05,5e+05
"13111",0.7,2e+05,4e+05,5e+05
"13112",0.7,2e+05,4e+05,5e+05
"13113",0.7,2e+05,4e+05,5e+05
"13114",0.7,2e+05,4e+05,5e+05
"13115",0.7,2e+05,4e+05,5e+05
"13116",0.7,2e+05,4e+05,5e+05
"13117",0.7,2e+05,4e+05,5e+05
"13118",0.7,2e+05,4e+05,5e+05
"13119",0.7,2e+05,4e+05,5e+05
"13120",0.75,180000,250000,280000
"13121",0.75,180000,250000,280000
"13122",0.75,180000,250000,280000
"13123",0.75,180000,250000,280000
"13124",0.75,180000,250000,280000
"13125",0.75,180000,250000,280000
"13126",0.75,180000,250000,280000
"13127",0.75,180000,250000,280000
"13128",0.75,180000,250000,280000
"13129",0.75,180000,250000,280000
"13130",0.75,180000,250000,280000
"13131",0.75,180000,250000,280000
"13132",0.75,180000,250000,280000
"13133",0.75,180000,250000,280000
"13134",0.75,180000,250000,280000
"13135",0.75,180000,250000,280000
"13136",0.75,180000,250000,280000
"13137",0.66,270000,3e+05,320000
"13138",0.66,270000,3e+05,320000
"13139",0.66,270000,3e+05,320000
"13140",0.66,270000,3e+05,320000
"13141",0.66,270000,3e+05,320000
"13142",0.66,270000,3e+05,320000
"13143",0.66,270000,3e+05,320000
"13144",0.66,270000,3e+05,320000
"13145",0.66,270000,3e+05,320000
"13146",0.66,270000,3e+05,320000
"13147",0.66,270000,3e+05,320000
"13148",0.66,270000,3e+05,320000
"13149",0.66,270000,3e+05,320000
"13150",0.66,270000,3e+05,320000
"13151",0.66,270000,3e+05,320000
"13152",0.66,270000,3e+05,320000
"13153",0.66,270000,3e+05,320000
"13154",0.1,50000,80000,1e+05
"13155",0.1,50000,80000,1e+05
"13156",0.1,50000,80000,1e+05
"13157",0.1,50000,80000,1e+05
"13158",0.1,50000,80000,1e+05
"13159",0.1,50000,80000,1e+05
"13160",0.1,50000,80000,1e+05
"13161",0.1,50000,80000,1e+05
"13162",0.1,50000,80000,1e+05
"13163",0.1,50000,80000,1e+05
"13164",0.1,50000,80000,1e+05
"13165",0.1,50000,80000,1e+05
"13166",0.1,50000,80000,1e+05
"13167",0.1,50000,80000,1e+05
"13168",0.1,50000,80000,1e+05
"13169",0.1,50000,80000,1e+05
"13170",0.1,50000,80000,1e+05
"13171",0.5,4000,5000,21000
"13172",0.75,26666,26666,26666
"13173",0.5,45000,50000,280000
"13174",0.5,45000,50000,280000
"13175",0.5,45000,50000,280000
"13176",0.5,45000,50000,280000
"13177",0.5,45000,50000,280000
"13178",0.5,45000,50000,280000
"13179",0.5,45000,50000,280000
"13180",0.5,45000,50000,280000
"13181",0.5,45000,50000,280000
"13182",0.5,45000,50000,280000
"13183",0.5,45000,50000,280000
"13184",0.5,45000,50000,280000
"13185",0.5,45000,50000,280000
"13186",0.5,45000,50000,280000
"13187",0.5,45000,50000,280000
"13188",0.5,45000,50000,280000
"13189",0.5,45000,50000,280000
"13190",0.5,35000,40000,225000
"13191",0.5,35000,40000,225000
"13192",0.5,35000,40000,225000
"13193",0.5,35000,40000,225000
"13194",0.5,35000,40000,225000
"13195",0.5,35000,40000,225000
"13196",0.5,35000,40000,225000
"13197",0.5,35000,40000,225000
"13198",0.5,35000,40000,225000
"13199",0.5,35000,40000,225000
"13200",0.5,35000,40000,225000
"13201",0.5,35000,40000,225000
"13202",0.5,35000,40000,225000
"13203",0.5,35000,40000,225000
"13204",0.5,35000,40000,225000
"13205",0.5,35000,40000,225000
"13206",0.5,35000,40000,225000
"13207",1,40000,40000,40000
"13208",1,40000,40000,40000
"13209",1,40000,40000,40000
"13210",1,40000,40000,40000
"13211",1,40000,40000,40000
"13212",1,40000,40000,40000
"13213",1,40000,40000,40000
"13214",1,40000,40000,40000
"13215",1,40000,40000,40000
"13216",1,40000,40000,40000
"13217",1,40000,40000,40000
"13218",1,40000,40000,40000
"13219",1,40000,40000,40000
"13220",1,40000,40000,40000
"13221",1,40000,40000,40000
"13222",1,40000,40000,40000
"13223",1,40000,40000,40000
"13224",1,33000,33000,33000
"13225",1,33000,33000,33000
"13226",1,33000,33000,33000
"13227",1,33000,33000,33000
"13228",1,33000,33000,33000
"13229",1,33000,33000,33000
"13230",1,33000,33000,33000
"13231",1,33000,33000,33000
"13232",1,33000,33000,33000
"13233",1,33000,33000,33000
"13234",1,33000,33000,33000
"13235",1,33000,33000,33000
"13236",1,33000,33000,33000
"13237",1,33000,33000,33000
"13238",1,33000,33000,33000
"13239",1,33000,33000,33000
"13240",1,33000,33000,33000
"13241",1,29304,29304,29304
"13242",1,29304,29304,29304
"13243",1,29304,29304,29304
"13244",1,29304,29304,29304
"13245",1,29304,29304,29304
"13246",1,29304,29304,29304
"13247",1,29304,29304,29304
"13248",1,29304,29304,29304
"13249",1,29304,29304,29304
"13250",1,29304,29304,29304
"13251",1,29304,29304,29304
"13252",1,29304,29304,29304
"13253",1,29304,29304,29304
"13254",1,29304,29304,29304
"13255",1,29304,29304,29304
"13256",1,29304,29304,29304
"13257",1,29304,29304,29304
"13258",1,20500,20500,20500
"13259",1,20500,20500,20500
"13260",1,20500,20500,20500
"13261",1,20500,20500,20500
"13262",1,20500,20500,20500
"13263",1,20500,20500,20500
"13264",1,20500,20500,20500
"13265",1,20500,20500,20500
"13266",1,20500,20500,20500
"13267",1,20500,20500,20500
"13268",1,20500,20500,20500
"13269",1,20500,20500,20500
"13270",1,20500,20500,20500
"13271",1,20500,20500,20500
"13272",1,20500,20500,20500
"13273",1,20500,20500,20500
"13274",1,20500,20500,20500
"13275",0.6,6784,16784,56784
"13276",0.6,6784,16784,56784
"13277",0.6,6784,16784,56784
"13278",0.6,6784,16784,56784
"13279",0.6,6784,16784,56784
"13280",0.6,6784,16784,56784
"13281",0.6,6784,16784,56784
"13282",0.25,1e+05,3e+05,5e+05
"13283",0.25,1e+05,3e+05,5e+05
"13284",0.25,1e+05,3e+05,5e+05
"13285",0.25,1e+05,3e+05,5e+05
"13286",0.25,1e+05,3e+05,5e+05
"13287",0.25,1e+05,3e+05,5e+05
"13288",0.25,1e+05,3e+05,5e+05
"13289",0.25,1e+05,3e+05,5e+05
"13290",0.25,1e+05,3e+05,5e+05
"13291",0.25,1e+05,3e+05,5e+05
"13292",0.25,1e+05,3e+05,5e+05
"13293",0.25,1e+05,3e+05,5e+05
"13294",0.25,1e+05,3e+05,5e+05
"13295",0.25,1e+05,3e+05,5e+05
"13296",0.25,1e+05,3e+05,5e+05
"13297",0.25,1e+05,3e+05,5e+05
"13298",0.6,211200,246900,433684
"13299",0.6,211200,246900,433684
"13300",0.6,211200,246900,433684
"13301",0.6,211200,246900,433684
"13302",0.6,211200,246900,433684
"13303",0.6,211200,246900,433684
"13304",0.6,211200,246900,433684
"13305",0.6,1150724,1250724,1350724
"13306",0.6,1150724,1250724,1350724
"13307",0.6,1150724,1250724,1350724
"13308",0.6,1150724,1250724,1350724
"13309",0.6,1150724,1250724,1350724
"13310",0.6,1150724,1250724,1350724
"13311",0.6,1150724,1250724,1350724
"13312",0.6,1150724,1250724,1350724
"13313",0.6,1150724,1250724,1350724
"13314",0.25,1e+05,2e+05,3e+05
"13315",0.25,1e+05,2e+05,3e+05
"13316",0.25,1e+05,2e+05,3e+05
"13317",0.25,1e+05,2e+05,3e+05
"13318",0.6,2e+05,3e+05,5e+05
"13319",0.6,2e+05,3e+05,5e+05
"13320",0.6,2e+05,3e+05,5e+05
"13321",0.6,2e+05,3e+05,5e+05
"13322",0.6,2e+05,3e+05,5e+05
"13323",0.6,2e+05,3e+05,5e+05
"13324",0.6,2e+05,3e+05,5e+05
"13325",0.6,2e+05,3e+05,5e+05
"13326",0.6,2e+05,3e+05,5e+05
"13327",0.6,2e+05,3e+05,5e+05
"13328",0.6,2e+05,3e+05,5e+05
"13329",0.6,2e+05,3e+05,5e+05
"13330",0.6,2e+05,3e+05,5e+05
"13331",0.6,2e+05,3e+05,5e+05
"13332",0.6,2e+05,3e+05,5e+05
"13333",0.75,80000,130000,190000
"13334",0.75,80000,130000,190000
"13335",0.75,80000,130000,190000
"13336",0.75,80000,130000,190000
"13337",0.75,80000,130000,190000
"13338",0.75,80000,130000,190000
"13339",0.75,80000,130000,190000
"13340",0.75,80000,130000,190000
"13341",0.75,80000,130000,190000
"13342",0.75,80000,130000,190000
"13343",0.75,80000,130000,190000
"13344",0.75,80000,130000,190000
"13345",0.75,80000,130000,190000
"13346",0.75,80000,130000,190000
"13347",0.75,80000,130000,190000
"13348",0.75,80000,130000,190000
"13349",0.75,80000,130000,190000
"13350",0.75,80000,130000,190000
"13351",0.75,80000,130000,190000
"13352",0.75,80000,130000,190000
"13353",0.75,80000,130000,190000
"13354",0.75,80000,130000,190000
"13355",0.75,80000,130000,190000
"13356",0.75,80000,130000,190000
"13357",0.75,80000,130000,190000
"13358",0.75,80000,130000,190000
"13359",0.75,80000,130000,190000
"13360",0.75,80000,130000,190000
"13361",0.75,80000,130000,190000
"13362",0.75,80000,130000,190000
